keep	question_id	topic_sim	orig_type	question	src_gold(참고: 이 답이 지문에 없어야 함)	context_head	검수사유
X	natua_text_span_finance-7014598	0.0475	text_span	과학기술정보통신부에 인공지능 학습용 데이터를 구축하기 위한 인원을 일시적으로 얼마나 늘렸어	2명	5. 나가며 당초 정부는 여성인력 증가에 따른 일과 삶의 균형을 통한 생산성 제고, 긴 노동시간 대비 낮은 생산성을 해결하기 위한 근무방식 선진화 등을 위해 공공부문에서 선제적으로 스마트워크센터를 도입하고 이를 민간부문으로 확산하고자 하였다. 이와 관련하여 현재 국회에는 공공부문뿐만 아니라 민간부문에서의 스마트워크센터 활용을 촉진하기 위한 「스마트워크 촉진	주제 접점 약(③은 통과)
X	natua_yes_no_finance-6794136	0.0475	yes_no	태국은행법에는 태국은행의 목적으로 통화안정을 규정하고 있어	Yes	노인장기요양보험법 시행령 일부개정령(안) 입법예고 1. 개정사유 특별현금급여가 다른 금원과 섞이면서 해당 통장이 압류되는 경우 특별현금급여와 이를 받을 권리가 침해되는 것을 방지해 노인과 그 가족의 생활안정을 도모하려는 것을 목표로 「노인장기요양보험법」이 개정됨(법률 제14321호, 2016.12.2. 개정)에 따라 특별현금급여계좌 신청 방법·절차 및 관리	중복 질문 — 대표 1건 유지
X	natua_numeric_reasoning_numeric-46de238b-2bf3-465d-8289-0e921abf3647	0.0474	numeric_reasoning	BSI가 기준치인 100보다 낮으면 기업 체감 경기를 어떻게 인식하는가?	부정적	법원에 파산을 신청하는 기업 수가 4월 한 달에만 107건을 기록, 사상 첫 세자리 수에 도달했다. 올 1·4분기 200건으로 이미 역대 최대치에 이른 법인 파산 신청 건수가 갈수록 늘어나는 모양새다. 회생을 신청하는 기업 수도 역대 두 번째로 많은 112건에 달해 경기 악화가 '점입가경' 양상으로 치닫고 있다는 분석이 나온다. 20일 법원행정처에 따르면 	상식으로 답 가능
X	natua_numeric_reasoning_numeric-4c70fc4f-0735-4afb-b93b-0989e7ce7898	0.0473	numeric_reasoning	전체 수입맥주 중 중국 맥주의 매출 비중은 2014년에 비해 올해 몇 %p 상승하였는가?	5.3퍼센트포인트(%p)	한편 서울 아파트 전셋값 역시 전주보다 0.01% 오르면서 지난해 12월 이후 29주만에 상승 전환됐다. 성북(0.17%), 송파(0.07%), 관악(0.03%), 용산(0.03%) 등이 올랐고 강동(0.15%), 도봉(0.04%), 서대문(0.30%) 등은 하락했다.	분야 상이
X	natua_numeric_reasoning_numeric-1bdaea60-8090-4332-a156-4c1ba87450fc	0.0473	numeric_reasoning	전체 수입맥주 중 중국 맥주의 매출 비중은 2014년에 비해 올해 몇 %p 상승하였는가?	반면 칭따오를 앞세운 중국 맥주는 인기를 얻고 있다. 2014년까지만 해도 매출 비중이 4.9%에 불과했지만	한편 서울 아파트 전셋값 역시 전주보다 0.01% 오르면서 지난해 12월 이후 29주만에 상승 전환됐다. 성북(0.17%), 송파(0.07%), 관악(0.03%), 용산(0.03%) 등이 올랐고 강동(0.15%), 도봉(0.04%), 서대문(0.30%) 등은 하락했다.	중복 질문 — 대표 1건 유지
X	natua_yes_no_finance-6437812	0.0473	yes_no	싱가포르에서는 승차공유 따위의 환경 변화에 발맞춘 지점 간 여객운송사업법을 2020년부터 적용해	Yes	교장공모제는 교장 임용 다양화정책의 일환으로 기존의 교장승진제도와 초빙교장제의 한계를 극복하고 학교와 지역 발전을 촉진할 수 있는 교장을 임용하기 위한 차원에서 도입되었다. 그간의 경위를 보면, 2005년 11월 교육인적자원부는 ‘교장초빙ㆍ공모제 시범운영 추진계획’을 마련하였고, 대통령자문 교육혁신위원회가 개선방안을 구상하였다. 그리고 2007년 4월에는 	분야 상이
X	natua_text_span_finance-7450894	0.0471	text_span	발전사업에 어느 공기업이 뛰어들면 중소기업들과 형평성 논란이 야기될 수 있지	한국전력공사	경찰공무원 승진임용 규정 시행규칙 일부개정령(안) 입법예고 1. 개정이유 자치경찰제 시행(’21. 1. 1.)으로 자치경찰사무 담당 경찰공무원에 대한 임용권이 시·도지사, 시·도자치경찰위원회, 시·도경찰청장에게 위임됨. 시·도지사, 시·도경찰청장이 표창을 수여할 경우 상점을 3점으로 규정하고 있으나, 시·도자치경찰위원회에 대해서는 규정되어 있지 않으므로, 	분야 상이
X	natua_text_span_finance-6406372	0.0468	text_span	정부는 저탄소 녹색성장 문화 촉진을 위해 어떻게 방송통신 정책을 만들어서 실시해야 해	재택근무·영상회의·원격교육·원격진료 등을 활성화	(2) 개발대상도서의 지원 범위 확대 지속가능한 도서지역의 관리를 위해 개발대상도서의 범위를 확대하는 방안이다. 현행 「도서개발 촉진법」과 동 법 시행령에 따라 도서가 육지와 연결되어 10년이 지났을 경우에 정부지원에서 제외하고 있으나, 연륙 이후 10년이 경과해도 여전히 지방재정과 개발수준이 열악한 도서가 많아서 규제완화 방안이 요구된다. 또한 도서인구가	분야 상이
X	natua_text_span_finance-6492861	0.0466	text_span	팬데믹을 겪고 난 후 경제활동참가율이 여전히 낮은 이유로서 구직 유인이 떨어진 원인은 뭐야	추가 실업급여의 연장 지급	(2) 개발대상도서의 지원 범위 확대 지속가능한 도서지역의 관리를 위해 개발대상도서의 범위를 확대하는 방안이다. 현행 「도서개발 촉진법」과 동 법 시행령에 따라 도서가 육지와 연결되어 10년이 지났을 경우에 정부지원에서 제외하고 있으나, 연륙 이후 10년이 경과해도 여전히 지방재정과 개발수준이 열악한 도서가 많아서 규제완화 방안이 요구된다. 또한 도서인구가	중복 질문 — 대표 1건 유지
O	natua_numeric_reasoning_numeric-e0764d21-7ce8-40d7-930f-7f6cf8425ab3	0.0465	numeric_reasoning	삼성증권은 디오의 목표주가를 기존에 비해 얼마나 상향했는가?	10000원	21일 한국거래소에 따르면 와이지엔터테인먼트는 오전 11시 42분 기준 전 거래일 대비 4.60%(2500원) 오른 5만6800원에 거래되고 있다. 시장가격 기준 시가총액은 1조452억원으로 코스닥 시장에서 62위다. 외국인소진율은 16.59%, 주가순자산배수(PBR)는 2.67배, 동일업종 PER은 -20.15배다. 와이지엔터테인먼트가 2분기 호실적 전망	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_numeric_reasoning_numeric-3c1f7b5d-5e76-4741-9ccd-7114d19461c1	0.0464	numeric_reasoning	피부 속 수분 집중 공급, 피부 장벽 강화 및 수분 진정, 피부 윤기 개선 등 3가지의 핵심 효능을 자랑하는 라네즈 수분 에센스의 제품명은 무엇인가?	워터뱅크 하이드로 에센스	라진성 KTB투자증권 연구원은 "재무구조 개선이 인상 깊다"며 "순차입금이 2020년 말 1조2000억 원에서 2021년 상반기 5000억 원으로 줄었다. 장단기 차입금 비율 개선, 부채비율 개선 등으로 이자비용 감소 및 수주 경쟁력 강화가 예상된다"고 분석했다. 전망도 밝다. 건설업 호황 속에서 상반기에 부진했던 플랜트, 토목 부문 매출과 주택 공급이 3	분야 상이
O	natua_table_lookup_finance-7711683	0.0464	table_lookup	2008년 기준으로 과세전적부심사에서 처리되어 감세받은 세액이 얼마나 되지	21,702	한편 우리나라의 전자산업기술은 중국보다 2~3년 정도 앞선 것으로 평가되나 반도체설계 및 차세대 컴퓨터 분야에서는 기술격차가 크지 않은 상황이다.  〈표 11〉 우리나라 전자산업의 중국대비 기술우위 <table><tbody><tr><td></td><td>2008</td><td>2014</td><td>2008년 대비 2014 증감</td></tr><tr><t	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_text_span_finance-6482680	0.0463	text_span	기술금융 투자 활성화를 위해 산업부와 금융위원회는 어떻게 하기 시작했어	엔젤투자자나 벤처캐피탈이 활용가능한 투자용 기술평가 모형 개발	5. 나가며 당초 정부는 여성인력 증가에 따른 일과 삶의 균형을 통한 생산성 제고, 긴 노동시간 대비 낮은 생산성을 해결하기 위한 근무방식 선진화 등을 위해 공공부문에서 선제적으로 스마트워크센터를 도입하고 이를 민간부문으로 확산하고자 하였다. 이와 관련하여 현재 국회에는 공공부문뿐만 아니라 민간부문에서의 스마트워크센터 활용을 촉진하기 위한 「스마트워크 촉진	분야 상이
X	natua_numeric_reasoning_numeric-eb2d493c-760b-4624-9113-ba20be37e129	0.0462	numeric_reasoning	올해 우리나라 법인이 국세청에 신고한 일본과 중국의 해외금융계좌 금액은 얼마 차이인가?	6052100000000원	지난해 코로나19 사태에 따른 교역 위축에도 중국의 한국제품 수입은 거의 타격이 없었던 것으로 나타났다. 국내 수출을 견인하는 반도체를 비롯해 화장품, 마스크, 의류 등 소비재의 대(對) 한국 수입이 호조를 보이며 전체 감소율을 일부 방어한 결과로 풀이된다. 14일 코트라(KOTRA)에 따르면 지난해 중국의 대한국 수입액은 1735억달러로 전년 대비 0.0	분야 상이
O	natua_numeric_reasoning_numeric-8efc690e-3db3-428c-ae96-edd37f88d40d	0.0462	numeric_reasoning	드림텍은 타법인주식 및 출자증권 취득결정 공시를 통해 25일 밝힌 것은 무엇인가?	카디악인사이트의 지분 및 경영권을 인수하는 주식매매계약을 체결	△나노브릭(286750)이=보통주 1주당 가액을 1000원에서 500원으로 낮추는 주식분할을 결정했다고 5일 공시했다. 주식분할목적은 '유통 주식수 증가를 통한 주식거래 활성화'다. 이에 발행주식총수는 456만103주에서 912만206주로 늘어난다. 주권 매매 거래는 주식 분할을 위해 다음 달 12일부터 14일까지 정지된다. 신주 상장 예정일은 오는 4월 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
O	natua_table_lookup_finance-7711770	0.0462	table_lookup	2013년에 고충민원 처리건수가 가장 많은 중부지방국세청의 시정 처리 건수는 얼마나 돼	1,532	한편 가공단계별로 보면, 중간재(부품과 반제품)의 경우는 우리나라의 대세계 경쟁력이 다소 강화되었다. 2005~13년중 반제품과 부품에서는 우리나라의 세계시장 점유율과 무역특화지수가 모두 상승한 반면 자본재 및 소비재에서는 모두 하락하였다.  〈표 7〉 가공단계별 시장점유율 변화 <table><tbody><tr><td></td><td>수출비중</td><td	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-6794156	0.0462	yes_no	금융 안정에 대한 책임관계가 기획재정부와 금융위원회 간에 적확하게 구성되어 있니	No	(2) 공정성과 참여확대 동시 추구 학부모와 교사 등 단위학교 구성원의 참여를 실질적으로 확대시킬 수 있는 방안을 모색할 필요가 있다. 학교 심사위원회가 적임자가 아니라고 판단할 경우는 2단계의 심사대상자로 추천하지 않는 것도 방안이 될 수 있다. 공정성을 강화하기 위한다는 구실로 단위학교의 참여를 크게 제한하는 방식은 설득력이 그리 높지 않다. 교과부가 	분야 상이
O	natua_yes_no_finance-7021554	0.0458	yes_no	국가유공자법 시행령에 따르면 부정수급을 제보한 사람에게 주는 포상금은 무조건 10만 원이야	No	고용보험법 시행령 일부개정령(안) 입법예고 1. 개정이유 기존에 직업안정기관의 장에게 위임하던 피보험자격관리 업무를 근로복지공단에 위탁함으로써 현재 고용보험의 적용 및 보험료 부과 업무와 고용보험 피보험자격관리 업무의 이원화에 따라 나타나는 행정 비효율 및 국민 불편사항 등을 개선하려는 것임 2. 주요내용 가. 피보험자격관리 업무를 근로복지공단에 위탁(안 	문서클래스 일치·전문 확인상 답 부재 (③수치검증 통과)
X	natua_yes_no_finance-7687377	0.0458	yes_no	20대 후반의 여성은 경기도에서 전국 평균과 비교했을 때 경력단절 기간이 다소 짧은 편이니	Yes	□ 제정 배경과 경과 ◦ 싱가포르에서는 기존의 택시 위주 규제 체계로는 승차공유의 등장과 스마트폰을 활용한 예약 서비스 도입 등 지점 간 여객운송(택시+승차공유)의 변화에 대응하기 어렵다는 점이 지적되면서 「지점 간 여객운송사업법 2019」를 제정하고 새로운 규제 프레임워크를 도입함 ◦ 해당 법률은 2019년 8월 싱가포르 국회를 통과하여 2020년 시행을	분야 상이
X	natua_numeric_reasoning_numeric-99ef7fa7-5ea5-4f48-80df-b8f4e3103156	0.0456	numeric_reasoning	올해 세계 IT 기업 시장가치 측면 순위에서 애플과 알파벳 중 순위가 더 높은 건 무엇인가?	애플	게임기대주 크래프톤이 새해들어 주가 하락률 1위라는 불명예를 안았다. 크래프톤은 지난달 광주 대형 붕괴 사고를 낸 HDC현대산업개발보다 더 큰 하락폭을 보였다. 2일 한국거래소에 따르면 코스피에서 크래프톤 주가는 지난해 말 46만원에서 지난달 28일 27만4500원으로 새해들어 40.33%(18만5500원) 하락했다. 코스피 전 종목 가운데 지난 1월 하락	상식으로 답 가능
